fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
afba0ba7-0296-4fdf-8f0b-5ae9b5b7ea13,wine_regions,geography,Soave Classico DOC refers to wines produced in the original historic zone around the communes of Soave and Monteforte d'Alpone.,True,False,0.15,Which communes form the original historic zone for Soave Classico DOC?,Soave and Monteforte d'Alpone,"While Soave is a famous Italian wine region, the specific communes that define the Classico zone and the inclusion of Monteforte d'Alpone as a co-defining location is regulatory minutiae that most LLMs would not reliably know without explicit training on Italian DOC specifications.",3027,297,153,
b71362c5-f404-43dd-ac4b-8ae21ed09bcd,viticulture,pest_disease_management,V. vinifera requires grafting to combat its susceptibility to the root louse Phylloxera.,True,True,0.92,Why is Vitis vinifera typically grafted onto rootstock in modern viticulture?,To combat susceptibility to Phylloxera (root louse),"Phylloxera and grafting as a solution is foundational wine history taught in any serious viticulture or wine education program, and widely discussed in popular wine literature.",1869,285,128,
b3b12738-1b03-4ae3-8d9d-f2c9157e26c9,grape_varieties,usa,Malibu-Newton Canyon AVA permits the Petite Verdot grape variety.,True,False,0.15,Which grape varieties are permitted in the Malibu-Newton Canyon AVA?,Petite Verdot (among others),"The specific regulatory permissions for niche AVAs like Malibu-Newton Canyon are detailed regulatory minutiae unlikely to be in general training data, and even the existence of this AVA is obscure.",2227,281,126,
af766fce-24ed-4f28-ae58-b2dbff9bbc09,winemaking,georgia,"“Kakhetian method"" is an extreme current of Georgian wine making tradition.",True,False,0.15,What is the Kakhetian method in winemaking?,An extreme current of Georgian wine making tradition,"While Georgian wine and qvevri methods are somewhat known, the specific term 'Kakhetian method' and its characterization as an 'extreme current' is niche enough that most LLMs would struggle without explicit training on this particular fact.",4029,277,133,
b743ff34-f80b-4ec7-b913-a203d5bbbf8e,grape_varieties,usa,San Pasqual Valley AVA permits the Syrah grape variety.,True,False,0.15,Which grape varieties are permitted in San Pasqual Valley AVA?,Syrah (among others),"San Pasqual Valley is a small, relatively obscure AVA in California, and specific permitted grape varieties for niche AVAs are regulatory minutiae unlikely to be reliably known by general LLMs without specialized wine documentation.",2243,277,127,
b83d6ff1-63d6-46fe-8db3-b771b370d678,producers,austria,Dürnberg is a wine producer in the Weinviertel region of Austria.,True,False,0.15,Which Austrian wine region is Dürnberg a producer in?,Weinviertel,"Dürnberg is a niche/lesser-known producer, and while Weinviertel is a real Austrian region, connecting this specific producer to it requires knowledge of a particular winery that would not be in most LLM training data with high confidence.",1750,280,131,
b8898a2a-9dd4-4477-9b48-f19a0fd98e10,grape_varieties,usa,San Luis Rey AVA permits the Albariño grape variety.,True,False,0.15,Which grape varieties are permitted in the San Luis Rey AVA?,Albariño,"San Luis Rey AVA is a small, relatively obscure California wine region, and the specific regulatory permissions for grape varieties in niche AVAs are not part of general wine knowledge that even strong LLMs would reliably know without specialized training data.",2008,275,126,
b91b8b87-5ce2-40c1-b942-8e7e4734a8ff,viticulture,usa,"Mendocino Ridge AVA designation is unique by its elevation where  vineyards lie at or above 1,200 ft (366 m).",True,False,0.15,What is the defining characteristic of the Mendocino Ridge AVA that distinguishes it from other California wine regions?,"Its elevation requirement of 1,200 feet (366 m) or above for vineyard designation","While elevation-based AVAs exist, the specific 1,200 ft minimum threshold for Mendocino Ridge is a precise regulatory detail that would not be reliably known by most LLMs without explicit training on this niche AVA specification.",2057,295,155,
baa2590c-92a0-47f2-86af-fe6be6389f20,viticulture,south_africa,"The threat of spring frost is rare, with most wine regions experiencing a warm growing season between November and April.",True,False,0.15,During which months do most wine regions experience their warm growing season?,November to April,"While LLMs know that Southern Hemisphere wine regions have growing seasons in these months, the claim that 'most wine regions' experience warm seasons November-April is a specific factual assertion that contradicts the Northern Hemisphere dominance in global wine production and would require the provided fact to answer reliably.",2078,283,137,
bcba3072-e201-4342-bc12-06cdba9cb5e8,viticulture,south_africa,"Only an hour east of Cape Town, the high-lying cool-climate Elgin district, cradled in the ancient sandstone Hottentots Holland mountains, was traditionally an apple-growing region.",True,False,0.25,What was the Elgin district traditionally known for producing before becoming a wine region?,Apples,"While Elgin is a known South African wine region, the specific historical detail that it was traditionally an apple-growing area is local/niche knowledge unlikely to be reliably in general LLM training data.",1921,304,122,
bd3b61c5-0147-49dc-aa35-91294e9db550,grape_varieties,spain,Red Blend is a widely reviewed grape variety in Spain.,True,False,0.15,Is Red Blend considered a widely reviewed grape variety in Spain?,"Yes, Red Blend is a widely reviewed grape variety in Spain.","Red Blend is typically a blended wine category rather than a single grape variety, and the claim that it is 'widely reviewed' in Spain specifically is a niche assertion that contradicts standard wine taxonomy and would not be reliably known from general training data.",1675,273,138,
bd703968-7926-486e-9ff1-8cde6430d9b7,viticulture,viticulture_general,Spur and cane pruning will be compared and contrasted based on training methods and retained grapevine wood.,True,True,0.85,What are the key differences between spur pruning and cane pruning in grapevine management?,Spur pruning and cane pruning differ in their training methods and the amount of grapevine wood retained on the vine.,"Spur vs. cane pruning is fundamental viticulture knowledge taught in basic wine education and widely documented in standard references, though the specific comparative framing here is somewhat technical.",1716,287,146,
bf19befc-b64c-4bce-bb6b-9ec28acd1798,wine_business,croatia,"Postup was the second Croatian wine region, after Dingač, to be registered for state protection (today Protected Geographical Status) in 1967.",True,False,0.15,Which Croatian wine region was the first to be registered for state protection in 1967?,Dingač,"While Dingač is a known Croatian wine region, the specific claim that it was the *first* region registered for state protection in *1967* is a precise regulatory/historical detail unlikely to be reliably in general LLM training data.",2026,295,132,
c0ccfc27-88d6-400c-be39-9f53152d2b04,grape_varieties,usa,Carmel Valley AVA permits the Carignane grape variety.,True,False,0.15,Which grape varieties are permitted for cultivation in Carmel Valley AVA?,Carignane (among others),"The specific regulatory approval of Carignane in Carmel Valley AVA is a precise regulatory detail that would not be part of general wine knowledge; while Carignane is a known variety and Carmel Valley is a known AVA, their specific pairing in regulations is niche information.",1863,276,142,
baaf5573-0257-4423-86a9-4e9d13e8cc16,grape_varieties,usa,Ramona Valley AVA permits the Barbera grape variety.,True,False,0.15,Which grape varieties are permitted to be grown in the Ramona Valley AVA?,Barbera (among others),"While Ramona Valley is a known California AVA, the specific regulatory details about which grape varieties are permitted there is niche regulatory knowledge that most LLMs would not reliably know without training on AVA-specific documentation.",4267,275,128,
